Material_Code,Material_Description,Base_Abb,Base_Type,Moulding_Type_Abb,Moulding_Type,Product_Type_Abb,Product_Type,Colour_TF,Dimensions_Vibration_Drops_EU,Project_Phase,Certification,Base_Colour,Additional_Colour,Kosher_Certificate_Abb,Kosher_Certificate,Country_Claim,FP_TYPE3_CLV_S,LEGISLATION_L,DOSAGE_COLD_MILK_CLV_S,DOSAGE_COLD_WATER_CLV_S,DOSAGE_HOT_MILK_CLV_S,DOSAGE_HOT_WATER_CLV_S,Fineness_Type,Colour_L_Value_From,pH_From,pH_To,Normalised_Linear_Mpa_S_From,Normalised_Linear_Viscosity_mPaS_To,Normalised_Casson_mPaS_From,Normalised_Casson_mPaS_To,Normalised_Yield_Pa_From,Normalised_Yield_Pa_To,Fineness_Micrometer_From,Fineness_Micrometer_To,Dimensions_Length_From,Dimensions_Length_To,Dimensions_Width_From,Dimensions_Width_To,Dimensions_Count_Kg_From,Dimensions_Count_Kg_To,Dimensions_Sieve_Fraction_From,Dimensions_Sieve_Fraction_To,Dimensions_Height_From,Dimensions_Height_To,Dimensions_Count_lb_From,Dimensions_Count_lb_To,Brookfield_40C_S27_20_RPM_From,Brookfield_40C_S27_20_RPM_To,Brookfield_50C_S27_20_RPM_From,Brookfield_50C_S27_20_RPM_To,Brookfield_50C_S27_Regression_From,Brookfield_50C_S27_Regression_To,Brookfield_50C_S27_Yield_From,Brookfield_50C_S27_Yield_To,Brookfield_40C_S27_Regression_From,Brookfield_40C_S27_Regression_To,Brookfield_40C_S27_Yield_From,Brookfield_40C_S27_Yield_To,Water_Activity_From,Water_Activity_To,Shelflife,Category,Region,Cust_Dedic,Proj_Phase,Plant_BoM_Owner,Underlying_Liquid,Colour_TF2,Project_Manager,Dimensions_Vibration_Drops_EU2,Project_Number,Dimensions_Production_Tools_Us,Certification2,Project_Phase2,Base_Colour2,Additional_Colour2,Country_Claim2,M022_01_ATFLV_CLV_N,M022_01_ATFLB_CLV_N,M022_02_ATFLV_CLV_N,M022_02_ATFLB_CLV_N,M023_01_ATFLV_CLV_N,M023_01_ATFLB_CLV_N
CHD-N66MEX-2B-U75,"96_CB MEXICO PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-N66MEX-E4-U70,"CB MEXICO PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-N66MEX-US-U75,"CB MEXICO PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-P72VEN-E4-U70,"CB VENEZUELA PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-Q67MAD-2B-U75,"CA MADAGASCAR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
CHD-Q67MAD-E4-U70,"CA MADAGASCAR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
CHD-Q67MAD-E5-U70,"CA MADAGASCAR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
CHD-Q67MAD-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,,,,,,,
CHD-Q68BRA-2B-U75,96_CA BRAZIL CALLETS 2.5KG/UC 4UC/BOX,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
CHD-Q68BRA-E4-U70,"96_CA BRAZIL CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
CHD-Q68BRA-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,,,,,,,
CHD-Q70SDO-CA-U75,"96_CB SANTO DOMINGO PISTOLES 2,5KG/UC",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1016;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1016;HALA,A,,,,,,,,,
CHD-Q70SDO-E4-U70,"CB SANTO DOMINGO PISTOLES 2,5KG/UC",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1016;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1016;HALA,A,,,,,,,,,
CHD-Q70SDO-E5-U70,"CB SANTO DOMINGO PISTOLES 2,5KG/UC",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1016,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1016;HALA,A,,,,,,,,,
CHD-Q70SDO-US-U75,"CB SANTO DOMINGO PISTOLES 2,5KG/UC",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1016;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1016,A,,,,,,,,,
CHD-Q75TAZ-CA-U75,"CB TANZANIA PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-Q75TAZ-E4-U70,"CB TANZANIA PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-Q75TAZ-E5-U70,"CB TANZANIA PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-Q75TAZ-US-U75,"CB TANZANIA PISTOLES 2,5KG/UC 4UC/BOX",D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-Q76EQU-211,BC CONTAINER 1.000KG/EA 1EA/PAL,D,Dark,COH,container hoyer,CH,chocolate,,,Final Article,HALA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32,S,A,BE07,,,VDE,,,,HALA,A,,,,,,,,,
CHD-Q76EQU-566,BC EASYMELT 20KG/BOX 32BOX/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA,A,,,,,,,,,
CHD-R731EQU-2B-U75,"CA ECUADOR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1016,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1016,A,,,,,,,,,
CHD-R731EQU-E4-U70,"CA ECUADOR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1016,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1016,A,,,,,,,,,
CHD-R731EQU-E5-U70,"CA ECUADOR CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1016,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1016,A,,,,,,,,,
CHD-R731EQU-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,,,,,,,
FNN-T1536-000,BC LIQUID,N,Nuts,LIQ,Liquid,FN,filling non-lauric,,,Final Article,SPM,,,,,,NTA,,,,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,32,S,A,BE07,,,SPC,,,,SPM,A,,,,,,,,,
FNN-Y1323-SPM-000,BC LIQUID,N,Nuts,LIQ,Liquid,FN,filling non-lauric,,,Final Article,SPM,,,,,,NTA,,,,,,1,30,,,,,4000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,32,S,A,BE07,,,ADE,,,,SPM,A,,,,,,,,,
GIM-P1PLAIS-LN-000,CB LIQUID,D,Dark,LIQ,Liquid,GI,gianduja,,,Final Article,HALA,,,KD-,Kosher Dairy,,NTA,,,,,,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,32,S,A,BE07,,,VDE,,,,HALA,A,,,,,,,,,
GRENADE-2B-U75,"96_CA GRENADE CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001;HALA,A,,,,,,,,,
GRENADE-U93,96_CA GRENADE CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,HALA;1999,,,KD-,Kosher Dairy,,NTA,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,HALA;1999,A,,,,,,,,,
N01-HP40NV-T14,96_CA 5KG/UC 2UC/BOX 50BOX/PAL,N,Nuts,BUS,bucket/box up to 5 kg,IS,compound HPKS,,,Final Article,1001;SPM,,,,,,NTA,,,,,,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,32,S,A,BE07,,,EDV,,,,SPM;1001,A,,,,,,,,,
N01-HP40NVSPM-000,CA LIQUID,N,Nuts,LIQ,Liquid,IS,compound HPKS,,,Final Article,SPM,,,,,,NTA,,,,,,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,32,S,A,BE07,,,EDV,,,,SPM,A,,,,,,,,,
SAOTHOME-2B-U75,CA SAO THOME CALLETS 2.5KG/UC 4UC/BOX,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001;HALA,A,,,,,,,,,
SAOTHOME-BR-U75,"96_CA SAO THOME CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,,,,,,,
SAOTHOME-E4-U70,"CA SAO THOME CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,HALA;1001,A,,,,,,,,,
SAOTHOME-E5-U70,"CA SAO THOME CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001;HALA,A,,,,,,,,,
SAOTHOME-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,,,,,,,
CHD-X50FNOI-E1-U68,CB FORCE NOIRE PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,French Chocolate,NTA,,,,,,2,,,,,,0,7500,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,FC,,,,,,
FMN-V1320OPNV-667,BC 25KG/EA 18EA/PAL,N,Nuts,BUL,bucket/box over 15 kg,FM,filling mixed,,,Final Article,SPM,,,,,,NTA,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,32,S,A,BE07,,,ADE,,,,SPM,A,,,,,,,,,
FMN-V132OPNVSP-000,BC LIQUID,N,Nuts,LIQ,Liquid,FM,filling mixed,,,Final Article,SPM,,,,,,NTA,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,32,S,A,BE07,,,ADE,,,,SPM,A,,,,,,,,,
ILW-J07DOVE-471,CV EASYMELT 10KG/BOX 64BOX/PAL,W,White,EAS,Easymelt,IL,compound lauric,,,,SPM,,,,,,NTA,,,,,,2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,32,S,,BE07,,,JSO,,,,SPM,,,,,,,,,,
CHD-H8047KMB2B-U75,"96_CA KUMABO CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,BC,,,,,,
CHD-H8047KMBE4-U70,"CA KUMABO CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,BC,,,,,,
CHD-H8047KMBE5-U70,"CA KUMABO CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,BC,,,,,,
CHD-H8047KMBNV-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,BC,,,,,,
CHD-L7243STGE4-U70,"CA SATONGO CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,BC,,,,,,
CHD-L7243STGE5-U70,"96_CA SATONGO CALLETS 2,5KG/UC 4UC/BOX",D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,EDV,,,,1001,A,,,BC,,,,,,
CHD-L7243STGNV-U93,CA CALLETS 1.000KG/BG 1BG/PAL,D,Dark,CAL,callets over 1.5 kg,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,Belgian chocolate,NTA,,,,,,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,32,S,A,BE07,,,EDV,,,,1999,A,,,BC,,,,,,
CHD-N66MEX-2B-U73,CB MEXICO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-N66MEX-E1-U68,CB MEXICO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-N70PA-LNE4-U70,CB LENÔTRE LENOTRE PASSY PISTOLES,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,,,French Chocolate,NTA,,,,,,1,,,,,,500,900,3,5,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,FC,,,,,,
CHD-O70FLEU-2B-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-O70FLEU-CA-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-O70FLEU-E4-U72,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-O70FLEU-E5-U72,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-O70FLEU-US-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001;HALA,A,,,,,,,,,
CHD-O71NF-CA-U75,"CB NOIR BIO EASYMELT 2,5KG/UC 4UC/BOX",D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,1002;ORNE;OREU;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,4,100000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1002;HALA;OREU;ORNE,A,,,,,,,,,
CHD-O71NF-E4-U70,"CB NOIR BIO EASYMELT 2,5KG/UC 4UC/BOX",D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,HALA;1002;OREU;ORNE,,,KD-,Kosher Dairy,French Chocolate,NTA,,,,,,1,,,,,,,,4,100000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,OREU;1002;ORNE;HALA,A,,,FC,,,,,,
CHD-P65ALTOBIO-211,BC CONTAINER 1.000KG/EA 1EA/PAL,D,Dark,COH,container hoyer,CH,chocolate,,,Final Article,ORNE;OREU,,,,,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32,S,A,BE07,,,VDE,,,,OREU;ORNE,A,,,,,,,,,
CHD-P72VEN-2B-U73,CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-P72VEN-CA-U73,96_CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1001,A,,,,,,,,,
CHD-P72VEN-E1-U68,CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1001,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1001,A,,,,,,,,,
CHD-Q65MADINOP-211,BC CONTAINER 1.000KG/EA 1EA/PAL,D,Dark,COH,container hoyer,CH,chocolate,,,Final Article,OREU;ORNE,,,,,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32,S,A,BE07,,,VDE,,,,OREU;ORNE,A,,,,,,,,,
CHD-Q70SDO-2B-U73,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1016;HALA,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1016,A,,,,,,,,,
CHD-Q70SDO-CA-U73,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1016,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1016,A,,,,,,,,,
CHD-Q70SDO-E1-U68,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1016,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,HALA;1016,A,,,,,,,,,
CHD-Q70SDO-E2-U68,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,HALA;1016,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1016;HALA,A,,,,,,,,,
CHD-Q70SDO-RT-U68,96_CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/,D,Dark,PIS,Pistoles,CH,chocolate,,,Final Article,1016,,,KD-,Kosher Dairy,,NTA,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,32,S,A,BE07,,,VDE,,,,1016,A,,,,,,,,,
